Genome-Wide Association Analyses on Blood Pressure Using Three Different Phenotype Definitions.
('Genome-Wide', 'Genome-Wide', 'NNP', 'B-NP', 'O')
In general, the association signal with blood pressure was stronger in women than in men.
('In', 'In', 'IN', 'B-PP', 'O')
('general,', 'general,', 'NN', 'B-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('association', 'association', 'NN', 'I-NP', 'O')
('signal', 'signal', 'NN', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('blood', 'blood', 'NN', 'B-NP', 'O')
('pressure', 'pressure', 'NN', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('stronger', 'strong', 'JJR', 'B-ADJP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('women', 'woman', 'NNS', 'B-NP', 'O')
('than', 'than', 'IN', 'B-PP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('men.', 'men.', 'NN', 'B-NP', 'O')
Genes identified in GWASs are expected to open the way for prevention, early diagnosis, and personalized treatment of hypertension.
('Genes', 'Gene', 'NNS', 'B-NP', 'O')
('identified', 'identify', 'VBN', 'B-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('GWASs', 'GWAS', 'NNS', 'B-NP', 'B-protein')
('are', 'be', 'VBP', 'B-VP', 'O')
('expected', 'expect', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('open', 'open', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('way', 'way', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('prevention,', 'prevention,', 'NN', 'B-NP', 'O')
('early', 'early', 'JJ', 'I-NP', 'O')
('diagnosis,', 'diagnosis,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('personalized', 'personalize', 'VBD', 'B-VP', 'O')
('treatment', 'treatment', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('hypertension.', 'hypertension.', 'NN', 'B-NP', 'O')
Nearly one billion people (−26%) of the adult population worldwide have hypertension (Kearney et al.
('Nearly', 'Nearly', 'RB', 'B-NP', 'O')
('one', 'one', 'CD', 'I-NP', 'O')
('billion', 'billion', 'CD', 'I-NP', 'O')
('people', 'people', 'NNS', 'I-NP', 'O')
('(−26%)', '(−26%)', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('adult', 'adult', 'JJ', 'I-NP', 'O')
('population', 'population', 'NN', 'I-NP', 'O')
('worldwide', 'worldwide', 'RB', 'B-ADVP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('hypertension', 'hypertension', 'NN', 'B-NP', 'O')
('(Kearney', '(Kearney', 'NNP', 'I-NP', 'O')
('et', 'et', 'FW', 'I-NP', 'O')
('al.', 'al.', 'FW', 'I-NP', 'O')
2005).
('2005).', '2005).', 'LS', 'B-LST', 'O')
According to the Korean National Health and Nutrition Examination Survey (KNHANES 2008, http://knhanes.
('According', 'Accord', 'VBG', 'B-PP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('Korean', 'Korean', 'NNP', 'I-NP', 'O')
('National', 'National', 'NNP', 'I-NP', 'O')
('Health', 'Health', 'NNP', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('Nutrition', 'Nutrition', 'NNP', 'B-NP', 'O')
('Examination', 'Examination', 'NNP', 'I-NP', 'O')
('Survey', 'Survey', 'NNP', 'I-NP', 'O')
('(KNHANES', '(KNHANES', 'NNPS', 'I-NP', 'B-DNA')
('2008,', '2008,', 'VBD', 'B-VP', 'O')
('http://knhanes.', 'http://knhanes.', 'NNS', 'B-NP', 'O')
cdc.
('cdc.', 'cdc.', 'LS', 'B-LST', 'O')
go.
('go.', 'go.', 'LS', 'B-LST', 'O')
kr/), the prevalence of hypertension is 26.9% among Korean adults aged above 30 years.
('kr/),', 'kr/),', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('prevalence', 'prevalence', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('hypertension', 'hypertension', 'NN', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('26.9%', '26.9%', 'CD', 'B-NP', 'O')
('among', 'among', 'IN', 'B-PP', 'O')
('Korean', 'Korean', 'JJ', 'B-NP', 'O')
('adults', 'adult', 'NNS', 'I-NP', 'O')
('aged', 'age', 'VBN', 'B-VP', 'O')
('above', 'above', 'IN', 'B-PP', 'O')
('30', '30', 'CD', 'B-NP', 'O')
('years.', 'years.', 'NNS', 'I-NP', 'O')
Clinically, the diagnosis of hypertension is given when the systolic blood pressure (SBP) and diastolic blood pressure (DB) are above 140/90 mm Hg in the resting position.
('Clinically,', 'Clinically,', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('diagnosis', 'diagnosis', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('hypertension', 'hypertension', 'NN', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('given', 'give', 'VBN', 'I-VP', 'O')
('when', 'when', 'WRB', 'B-ADVP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('systolic', 'systolic', 'JJ', 'I-NP', 'O')
('blood', 'blood', 'NN', 'I-NP', 'O')
('pressure', 'pressure', 'NN', 'I-NP', 'O')
('(SBP)', '(SBP)', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('diastolic', 'diastolic', 'JJ', 'B-NP', 'O')
('blood', 'blood', 'NN', 'I-NP', 'O')
('pressure', 'pressure', 'NN', 'I-NP', 'O')
('(DB)', '(DB)', 'NN', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('above', 'above', 'IN', 'B-PP', 'O')
('140/90', '140/90', 'CD', 'B-NP', 'O')
('mm', 'mm', 'NN', 'I-NP', 'O')
('Hg', 'Hg', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('resting', 'rest', 'VBG', 'I-NP', 'O')
('position.', 'position.', 'NN', 'I-NP', 'O')
About 90% to 95% of cases are primary (essential) hypertension, which refers to high blood pressure that is not caused by any other disorders (Carretero and Oparil, 2000).
('About', 'About', 'IN', 'B-NP', 'O')
('90%', '90%', 'CD', 'I-NP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('95%', '95%', 'CD', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('cases', 'case', 'NNS', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('primary', 'primary', 'JJ', 'B-ADJP', 'O')
('(essential)', '(essential)', 'LS', 'B-LST', 'O')
('hypertension,', 'hypertension,', 'NN', 'B-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('refers', 'refer', 'VBZ', 'B-VP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('high', 'high', 'JJ', 'B-NP', 'O')
('blood', 'blood', 'NN', 'I-NP', 'O')
('pressure', 'pressure', 'NN', 'I-NP', 'O')
('that', 'that', 'WDT', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('not', 'not', 'RB', 'I-VP', 'O')
('caused', 'cause', 'VBN', 'I-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('any', 'any', 'DT', 'B-NP', 'O')
('other', 'other', 'JJ', 'I-NP', 'O')
('disorders', 'disorder', 'NNS', 'I-NP', 'O')
('(Carretero', '(Carretero', 'NNP', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('Oparil,', 'Oparil,', 'NNP', 'I-NP', 'O')
('2000).', '2000).', 'CD', 'I-NP', 'O')
Hypertension is one of risk factors for cerebral, cardiac, and renal diseases (Pierdomenico et al., 2009).
('Hypertension', 'Hypertension', 'NN', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('one', 'one', 'CD', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('risk', 'risk', 'NN', 'B-NP', 'O')
('factors', 'factor', 'NNS', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('cerebral,', 'cerebral,', 'NN', 'B-NP', 'O')
('cardiac,', 'cardiac,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('renal', 'renal', 'JJ', 'B-NP', 'O')
('diseases', 'disease', 'NNS', 'I-NP', 'O')
('(Pierdomenico', '(Pierdomenico', 'NNP', 'I-NP', 'O')
('et', 'et', 'NN', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2009).', '2009).', 'CD', 'B-NP', 'O')
On the other hand, essential hypertension usually occurs with cardiovascular risk factors, such as aging, obesity, type 2 diabetes (T2DM), and hormone disorders.
('On', 'On', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('other', 'other', 'JJ', 'I-NP', 'O')
('hand,', 'hand,', 'NN', 'I-NP', 'O')
('essential', 'essential', 'JJ', 'I-NP', 'O')
('hypertension', 'hypertension', 'NN', 'I-NP', 'O')
('usually', 'usually', 'RB', 'B-ADVP', 'O')
('occurs', 'occur', 'VBZ', 'B-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('cardiovascular', 'cardiovascular', 'JJ', 'B-NP', 'O')
('risk', 'risk', 'NN', 'I-NP', 'O')
('factors,', 'factors,', 'NN', 'I-NP', 'O')
('such', 'such', 'JJ', 'B-PP', 'O')
('as', 'as', 'IN', 'I-PP', 'O')
('aging,', 'aging,', 'NN', 'B-NP', 'O')
('obesity,', 'obesity,', 'NN', 'I-NP', 'O')
('type', 'type', 'NN', 'I-NP', 'O')
('2', '2', 'CD', 'B-NP', 'O')
('diabetes', 'diabete', 'NNS', 'I-NP', 'O')
('(T2DM),', '(T2DM),', 'NN', 'B-NP', 'B-protein')
('and', 'and', 'CC', 'I-NP', 'O')
('hormone', 'hormone', 'NN', 'I-NP', 'O')
('disorders.', 'disorders.', 'NNS', 'I-NP', 'O')
Lifestyle factors that are known to cause hypertension include sedentary lifestyle, high stress, high salt intake, and alcohol consumption (Kyrou et al., 2006).
('Lifestyle', 'Lifestyle', 'NN', 'B-NP', 'B-protein')
('factors', 'factor', 'NNS', 'I-NP', 'I-protein')
('that', 'that', 'WDT', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('known', 'know', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('cause', 'cause', 'VB', 'I-VP', 'O')
('hypertension', 'hypertension', 'NN', 'B-NP', 'O')
('include', 'include', 'VBP', 'B-VP', 'O')
('sedentary', 'sedentary', 'JJ', 'B-NP', 'O')
('lifestyle,', 'lifestyle,', 'NN', 'I-NP', 'O')
('high', 'high', 'JJ', 'I-NP', 'O')
('stress,', 'stress,', 'NN', 'I-NP', 'O')
('high', 'high', 'JJ', 'I-NP', 'O')
('salt', 'salt', 'NN', 'I-NP', 'O')
('intake,', 'intake,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('alcohol', 'alcohol', 'NN', 'B-NP', 'O')
('consumption', 'consumption', 'NN', 'I-NP', 'O')
('(Kyrou', '(Kyrou', 'NNP', 'I-NP', 'O')
